46004;810009139,25;810009142,31;810009144,15;810009159,29;0,0;0,0;0,0;0,0;0,0;0,0;5050,831;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
37701;810007721,8;810007726,8;810007725,23;810007721,23;810007722,15;810007723,15;0,0;0,0;0,0;0,0;6261,882;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
46003;810009140,25;810009143,34;810009144,34;810009141,28;810009160,30;0,0;0,0;0,0;0,0;0,0;5050,591;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
40806;810008370,15;810008372,14;810008377,15;810008365,15;810008361,1;810008374,18;810008353,18;810008355,13;810008373,15;810008369,40;3809,863;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
38401;810007923,30;810007997,50;810007918,20;810007922,15;0,0;0,0;0,0;0,0;0,0;0,0;8904,2191;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
41602;810008631,20;810008636,16;810008662,25;810008705,1;810009152,7;0,0;0,0;0,0;0,0;0,0;2072,1407;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
44308;810008907,8;810008903,8;810008911,8;810008905,6;810008922,3;810008923,8;810008928,12;810008912,12;0,0;0,0;142,1759;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
88803;810887008,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1266,639;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
58502;810002912,1;810002909,5;810002910,4;810002930,4;0,0;0,0;0,0;0,0;0,0;0,0;3136,1392;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
87602;810876206,7;810876001,7;810876207,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1700,1295;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
37103;810007455,15;810007456,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3047,1039;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
44305;810008905,16;810008911,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5810,1759;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
49904;810009715,38;810009718,35;810009710,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5920,463;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
49107;810029512,15;810029516,11;810029507,28;810029520,1;0,0;0,0;0,0;0,0;0,0;0,0;731,1199;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
46103;810009150,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4157,1679;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
46103;810009153,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5663,1135;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
40807;810008368,25;810008371,25;810008379,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6776,1919;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
89604;810894006,18;810894009,18;810894013,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2900,1295;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
87602;810876206,8;810876001,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1700,1295;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
87602;810876207,8;810876002,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4000,303;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
87602;810876106,5;810876001,14;810876206,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,271;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
87602;810876107,4;810876002,10;810876207,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4470,1727;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
101804;810009979,30;810009973,30;810009976,6;810009974,20;0,0;0,0;0,0;0,0;0,0;0,0;4800,2271;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
101805;810009977,35;810009974,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2450,2047;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
47001;810009352,23;810009367,23;810009358,35;810009355,25;810009350,10;0,0;0,0;0,0;0,0;0,0;4753,847;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
100805;810009806,20;810009815,26;810009813,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5800,2271;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
