-1;随机特效
0;隐藏伤害
1;基本
100003;烛光饼干
100004;电子霓彩
100006;哥特主义
100007;剑刃意志
100008;圣诞树
100009;死亡搁浅
100012;凛冬落雪
100014;灵魂探戈
100016;明日之星
100017;粉色幻想
100018;黑白格
200001;春暖花开
100010;星光闪耀
100019;纽扣兔
100020;海盗熊
100032;摇滚
200002;赛博世界
100024;小幽灵
100001;龙猫
100035;暗影行者
100034;喵喵喵
100033;下雨天
200003;墨意
200004;卡夫卡
200005;山海归墟
100040;贝尔拉
100038;橡子
100037;丹枫
200008;玄冰墨意
100045;紫与黄
100046;软糖
100047;折纸
100053;马卡龙
100052;玫瑰
100061;15周年庆
200009;云火魔傀
100013;海之螺
100071;钻石
100065;波仔汪
100064;爱鸭
100072;疾风舞者
100074;唤雨之灵
100054;珠宝噗噗
100079;未知森林
100078;莫恩&左翼
100077;突变树
100076;龙猫妹妹气球
100075;雨郎
100073;CHOCOLATE
100044;愚人肤
200010;豹纹肤
200011;流砂星海
200012;音符肤
100080;多彩熊猫
200014;次元守望者
200015;玫瑰之心
100089;小鱼儿
100002;万圣南瓜
200016;泡泡
100091;水墨画
100083;咖啡
