25;999005;52;奈落·蛇龙之巢;0;0;0;0;0;0;0;0;0;0
25;999002;382;奈落·珊瑚之歌;0;0;0;0;0;0;0;0;0;0
25;999003;374;奈落·冰淇淋庭院;0;0;0;0;0;0;0;0;0;0
25;999004;334;奈落·破坏之城;0;0;0;0;0;0;0;0;0;0
25;999001;384;奈落·冰封雪域;0;0;0;0;0;0;0;0;0;0
25;999006;432;奈落·魔法学院主楼;0;0;0;0;0;0;0;0;0;0
25;999007;418;奈落·神树拉菲尔;0;0;0;0;0;0;0;0;0;0
3;15;96;怪物大厦;0;0;0;0;0;0;0;0;0;0
2;4;52;蛇龙之巢;0;0;1;0;0;0;0;0;0;50000
2;6;61;香格里拉;0;0;2;0;0;0;0;0;0;60000
2;8;63;十六的月;0;0;3;0;0;0;0;0;0;50000
2;9;64;金字塔;0;0;4;0;0;0;0;0;0;80000
2;11;45;幽灵船长船室;0;0;5;0;0;0;0;0;0;80000
2;7;62;哥特房屋;0;0;6;0;0;0;0;0;0;60000
2;12;83;领主房间;0;0;7;0;0;0;0;0;0;80000
2;5;60;极地迷宫;0;0;8;0;0;0;0;0;0;200000
2;10;65;早已冷却的心脏;0;0;9;0;0;0;0;0;0;100000
2;13;82;齐麦罗研究所;0;0;10;0;0;0;0;0;0;300000
2;40;138;空中楼阁;0;0;11;0;0;0;0;0;0;150000
2;38;132;精灵城;0;0;12;0;0;0;0;0;0;150000
2;39;135;黑暗塔城;0;0;13;0;0;0;0;0;0;150000
24;90063;960;混乱世界;0;0;0;0;0;0;0;0;0;0
24;90064;961;深层混乱世界;0;0;0;0;0;0;0;0;0;0
2;14;88;瓦尔哈拉;0;0;14;0;0;0;0;0;0;500000
3;801;705;通天塔;0;0;0;0;0;0;0;0;0;0
2;63;144;地狱之门;0;0;15;0;0;0;0;0;0;150000
2;41;139;不知名的世界;0;0;16;0;0;0;0;0;0;150000
2;602;702;宝库洞穴;0;0;0;0;0;0;0;0;0;0
2;124;209;星之峭壁;0;0;0;0;0;0;0;0;0;0
2;125;211;星之摇篮;0;0;17;0;0;0;0;0;0;700000
2;436;974;火山超能场;0;0;18;0;0;0;0;0;0;100000000
2;275;361;藏宝洞穴;0;0;0;0;0;0;0;0;0;0
2;437;304;珊瑚森林;0;0;19;0;0;0;0;0;0;100000000
2;744;199;遗忘花园;0;0;20;0;0;0;0;0;0;3500000
2;118;201;秘密藏书库;0;0;21;0;0;0;0;0;0;5000000
2;34;113;蛤蟆森林;0;0;0;0;0;0;0;0;0;0
2;601;700;水晶洞穴;0;0;0;0;0;0;0;0;0;0
2;143;229;封印之塔地下;0;0;0;0;0;0;0;0;0;0
2;35;114;蛤蟆山岳;0;0;0;0;0;0;0;0;0;0
2;36;115;蛤蟆洞穴;0;0;0;0;0;0;0;0;0;0
2;98502;54;肚子密室;0;0;0;0;0;0;0;0;0;0
2;37;116;蛤蟆谷;0;0;0;0;0;0;0;0;0;0
2;152;255;餐厅大乱斗;0;0;0;0;0;0;0;0;0;0
2;98501;293;白色平原;0;0;22;0;0;0;0;0;0;200000000
2;32601;326;迷之仓库;0;0;23;0;0;0;0;0;0;20000000
2;745;931;天空之城;0;0;24;0;0;0;0;0;0;15000000
2;747;936;空中战场;0;0;0;0;0;0;0;0;0;0
2;123;206;虎狼寺;0;0;0;0;0;0;0;0;0;0
3;186;585;吉恩蒂亚仓库;0;0;0;0;0;0;0;0;0;0
24;90061;955;无尽繁星大厅;0;0;0;0;0;0;0;0;0;0
2;98530;330;梦幻图书馆;0;0;25;0;0;0;0;0;0;30000000
2;82800;828;海嘉尔大桥;0;0;26;0;0;0;0;0;0;30000000
2;144;231;燃烧丛林;0;0;27;0;0;0;0;0;0;80000000
2;94901;830;幻想梦境;0;0;0;0;0;0;0;0;0;0
2;772;669;秘密实验室;0;0;28;0;0;0;0;0;0;60000000
2;157;271;花之路;0;0;33;0;0;0;0;0;0;60000000
2;158;272;月之路;0;0;34;0;0;0;0;0;0;75000000
2;159;273;梦之路;0;0;35;0;0;0;0;0;0;100000000
2;95800;833;记忆深谷;0;0;29;0;0;0;0;0;0;60000000
2;19865;865;流体实验室;0;0;30;0;0;0;0;0;0;75000000
2;19867;867;腐化之眼;0;0;31;0;0;0;0;0;0;75000000
2;96106;843;路德维希大峡谷;0;0;32;0;0;0;0;0;0;60000000
2;155;283;世界之树;0;0;36;0;0;0;0;0;0;200000000
2;435;693;神秘的迷宫教室入口;0;0;37;0;0;0;0;0;0;200000000
2;191;310;索拉城斗兽场;0;0;38;0;0;0;0;0;0;200000000
2;96107;586;影子之书;0;0;39;0;0;0;0;0;0;100000000
2;284;374;冰激凌庭院;0;0;0;0;0;0;0;0;0;0
2;90069;966;镜中世界，BOSS大集合;0;0;0;0;0;0;0;0;0;0
2;200;323;月华苑;0;0;40;0;0;0;0;0;0;120000000
2;201;324;龙皇殿;0;0;41;0;0;0;0;0;0;150000000
2;255;332;隐藏的洞穴;0;0;42;0;0;0;0;0;0;150000000
2;256;334;破坏之城;0;0;43;0;0;0;0;0;0;200000000
2;259;340;魔石实验室;0;0;44;0;0;0;0;0;0;200000000
2;277;905;宇宙开拓者：星际银河;8630026;8630027;51;8710003;12;8719900;9;8710000;3;100000000
